office_name,website,root_domain,gemeente,plaats,provincie,aanbod_url,aanbod_url_quality,confidence,needs_review,source_adapter,score,status,review_reason,evidence
Bastia Real Estate BV,https://www.bastiarealestate.com,bastiarealestate.com,Breda,Breda,Noord-Brabant,https://bastiarealestate.com/woningaanbod/kwaadeindstraat-95-tilburg,valid,0.85,false,seed,90,valid,contains listing signal,website_exists=true | makelaar_signals=aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal
Bink & Partners,http://www.binkenpartners.nl,binkenpartners.nl,Breda,Breda,Noord-Brabant,https://binkenpartners.nl/huis-verkopen-breda,suspect,0.65,true,seed,30,missing,suspect koopaanbod_url: missing listing signal; missing listing signal,website_exists=true | aanbod_url_status=suspect | aanbod_url_reason=missing listing signal
Crielaers Makelaardij & Taxaties,https://www.crielaersmakelaardij.nl,crielaersmakelaardij.nl,Breda,Breda,Noord-Brabant,https://www.crielaersmakelaardij.nl/aanbod/woningaanbod/breda/koop/huis-10073758-Bernard-de-Wildestraat-600,valid,0.85,false,seed,70,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Egan Makelaardij B.V.,https://www.eganmakelaardij.nl,eganmakelaardij.nl,Breda,Breda,Noord-Brabant,https://www.funda.nl/makelaars/breda/19403-egan-makelaardij-bv/woningaanbod/koop/heel-nederland,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
ERA Focus Makelaars Breda B.V.,http://www.erafocus.nl,erafocus.nl,Breda,Breda,Noord-Brabant,,missing,0.65,true,seed,50,suspect,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=makelaar,era | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=http://www.erafocus.nl/aanbod,http://www.erafocus.nl/woningaanbod,http://www.erafocus.nl/koopwoningen"
Hendriks Makelaardij Breda,http://www.hendriks.nl,hendriks.nl,Breda,Breda,Noord-Brabant,https://hendriks.nl/woningaanbod/koop/rijsbergsebaan-13-4836-mc-breda,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Hypodomus Makelaars Breda,http://www.hypodomus-breda.nl,hypodomus-breda.nl,Breda,Breda,Noord-Brabant,http://www.hypodomus-breda.nl/aanbod/woningaanbod,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Ideale Makelaar,https://www.idealemakelaar.nl,idealemakelaar.nl,Breda,Breda,Noord-Brabant,https://www.idealemakelaar.nl/aanbod/koopwoningen,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,woningen,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Kern Makelaars Breda B.V.,http://www.kernmakelaars.nl,kernmakelaars.nl,Breda,Breda,Noord-Brabant,https://www.kernmakelaars.nl/aanbod/nu-in-verkoop,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
KIN Makelaars Breda B.V.,http://www.kinmakelaars.nl,kinmakelaars.nl,Breda,Breda,Noord-Brabant,http://www.kinmakelaars.nl/aanbod/wonen/te-koop,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,wonen,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
LUC Vastgoed Adviseurs,https://www.lucvastgoed.nl,lucvastgoed.nl,Breda,Breda,Noord-Brabant,https://www.lucvastgoed.nl/aanbod,valid,0.85,false,seed,70,valid,contains listing signal,"website_exists=true | makelaar_signals=vastgoed,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Makelaarshuys Johanna en Gijs,https://makelaarshuysjohanna.nl,makelaarshuysjohanna.nl,Breda,Breda,Noord-Brabant,https://makelaarshuysjohanna.nl/aanbod/woningaanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Roga Makelaars B.V.,http://www.rogamakelaars.nl,rogamakelaars.nl,Breda,Breda,Noord-Brabant,,missing,0.65,true,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=makelaar | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=http://www.rogamakelaars.nl/aanbod,http://www.rogamakelaars.nl/woningaanbod,http://www.rogamakelaars.nl/koopwoningen"
Steverink en Partners,http://www.steverink.nl,steverink.nl,Breda,Breda,Noord-Brabant,http://www.steverink.nl/binnenkort-in-verkoop,valid,0.85,false,seed,70,valid,contains listing signal,website_exists=true | makelaar_signals=koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal
Storimans en Partners,https://www.storimansenpartners.nl,storimansenpartners.nl,Breda,Breda,Noord-Brabant,,missing,0.65,true,seed,20,missing,missing koopaanbod_url; missing aanbod_url,"website_exists=true | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=https://www.storimansenpartners.nl/aanbod,https://www.storimansenpartners.nl/woningaanbod,https://www.storimansenpartners.nl/koopwoningen"
Van der Sande Makelaars,http://www.vandersande.nl,vandersande.nl,Breda,Breda,Noord-Brabant,http://www.vandersande.nl/wonen/binnenkort-in-de-verkoop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,wonen,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Van de Water Makelaars Breda,http://www.vandewatergroep.nl,vandewatergroep.nl,Breda,Breda,Noord-Brabant,https://vandewatergroep.nl/nieuwbouw/project/zevenbergen-markant-verkoop-gestart-schrijf-je-nu-in,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Bart Hut Makelaardij,http://www.barthutmakelaardij.nl,barthutmakelaardij.nl,Cranendonck,Cranendonck,Noord-Brabant,http://www.barthutmakelaardij.nl/aanbod/woningaanbod/maarheeze/koop/huis-10069812-Gagelstraat-14,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Cranendonck Makelaars,http://www.cranendonckmakelaars.nl,cranendonckmakelaars.nl,Cranendonck,Cranendonck,Noord-Brabant,https://www.cranendonckmakelaars.nl/aanbod/twee-onder-een-kapwoning-willem-alexanderlaan-36-maarheeze,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Bakens Makelaardij,http://www.bakensmakelaardij.nl,bakensmakelaardij.nl,Deurne,Deurne,Noord-Brabant,http://www.bakensmakelaardij.nl/aanbod/woningaanbod/helmond/koop/huis-10309030-Prins-Karelstraat-89,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Door Martijn B.V.,http://www.door-martijn.nl,door-martijn.nl,Deurne,Deurne,Noord-Brabant,https://www.door-martijn.nl/ik-verkoop-een-huis,valid,0.85,false,seed,70,valid,contains listing signal,website_exists=true | makelaar_signals=koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal
Hypodomus | Pieter Vriends,http://www.hypodomus-eindhoven.nl,hypodomus-eindhoven.nl,Deurne,Deurne,Noord-Brabant,,missing,0.65,true,seed,20,missing,missing koopaanbod_url; missing aanbod_url,"website_exists=true | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=http://www.hypodomus-eindhoven.nl/aanbod,http://www.hypodomus-eindhoven.nl/woningaanbod,http://www.hypodomus-eindhoven.nl/koopwoningen"
Assurantie- en Makelaarskantoor Swinkels B.V.,http://www.makelaardijswinkels.nl,makelaardijswinkels.nl,Deurne,Deurne,Noord-Brabant,https://www.makelaardijswinkels.nl/makelaardij/aanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
NEO makelaars,https://www.neomakelaars.nl,neomakelaars.nl,Deurne,Deurne,Noord-Brabant,,missing,0.65,true,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=makelaar | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=https://www.neomakelaars.nl/aanbod,https://www.neomakelaars.nl/woningaanbod,https://www.neomakelaars.nl/koopwoningen"
Van Santvoort Makelaars b.v.,http://www.vansantvoort.nl,vansantvoort.nl,Deurne,Deurne,Noord-Brabant,https://www.vansantvoort.nl/woningen-zoeken?type=koopwoningen,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,woningen,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Kanters Makelaars B.V.,https://www.kanters.net,kanters.net,Dongen,Dongen,Noord-Brabant,,missing,0.65,true,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=makelaar | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=https://www.kanters.net/aanbod,https://www.kanters.net/woningaanbod,https://www.kanters.net/koopwoningen"
KIN Makelaars Dongen,http://www.kinmakelaars.nl,kinmakelaars.nl,Dongen,Dongen,Noord-Brabant,http://www.kinmakelaars.nl/aanbod/wonen/te-koop,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,wonen,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Van den Bosch Makelaars,http://www.vandenboschmakelaars.com,vandenboschmakelaars.com,Dongen,Dongen,Noord-Brabant,https://www.vandenboschmakelaars.com/diensten/verkoopmakelaar,suspect,0.65,true,seed,20,missing,suspect koopaanbod_url: contains excluded token 'diensten'; contains excluded token 'diensten',"website_exists=true | makelaar_signals=makelaar,koop | aanbod_url_status=suspect | aanbod_url_reason=contains excluded token 'diensten'"
"Biemans Made, Makelaardij o.z. en Hypotheken",http://www.biemansmade.nl,biemansmade.nl,Drimmelen,Drimmelen,Noord-Brabant,http://www.biemansmade.nl/nl/diensten/verkoop,suspect,0.65,true,seed,20,missing,suspect koopaanbod_url: contains excluded token 'diensten'; contains excluded token 'diensten',"website_exists=true | makelaar_signals=makelaar,makelaardij,koop | aanbod_url_status=suspect | aanbod_url_reason=contains excluded token 'diensten'"
Biemans B.V.,http://www.biemansmakelaardij.nl,biemansmakelaardij.nl,Drimmelen,Drimmelen,Noord-Brabant,,missing,0.65,true,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=http://www.biemansmakelaardij.nl/aanbod,http://www.biemansmakelaardij.nl/woningaanbod,http://www.biemansmakelaardij.nl/koopwoningen"
Bogaers Makelaardij,http://www.bogaersmakelaardij.nl,bogaersmakelaardij.nl,Drimmelen,Drimmelen,Noord-Brabant,,missing,0.65,true,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=http://www.bogaersmakelaardij.nl/aanbod,http://www.bogaersmakelaardij.nl/woningaanbod,http://www.bogaersmakelaardij.nl/koopwoningen"
ERA Makelaardij Amerstreek,http://www.eramakelaardijamerstreek.nl,eramakelaardijamerstreek.nl,Drimmelen,Drimmelen,Noord-Brabant,http://www.eramakelaardijamerstreek.nl/raamsdonksveer/era-makelaardij-amerstreek/verkoopmakelaar-raamsdonksveer,suspect,0.65,true,seed,20,missing,suspect koopaanbod_url: contains excluded token 'verkoopmakelaar'; contains excluded token 'verkoopmakelaar',"website_exists=true | makelaar_signals=makelaar,makelaardij,koop,era | aanbod_url_status=suspect | aanbod_url_reason=contains excluded token 'verkoopmakelaar'"
ERA makelaars Oosterhout,http://www.eraoosterhout.nl,eraoosterhout.nl,Drimmelen,Drimmelen,Noord-Brabant,http://www.eraoosterhout.nl/makelaar/oosterhout-nb/ijsvogelvlinder/era-makelaars-oosterhout/huizenaanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod,era | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Ideale Makelaar,https://www.idealemakelaar.nl,idealemakelaar.nl,Drimmelen,Drimmelen,Noord-Brabant,https://www.idealemakelaar.nl/aanbod/koopwoningen,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,woningen,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Klijsen Makelaars & Adviseurs,http://www.klijsen.nl,klijsen.nl,Drimmelen,Drimmelen,Noord-Brabant,https://www.klijsen.nl/agrarisch-grond-te-koop-grond-kopen-in-noord-brabant,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Marjoleine Rinsma Makelaardij,http://www.mrmakelaardij.nl,mrmakelaardij.nl,Drimmelen,Drimmelen,Noord-Brabant,http://www.mrmakelaardij.nl/aanbod/woningaanbod?inclkoop=true&inclhuur=false,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Noud Kops Woning-en Bedrijfsmakelaardij en Verzekeringen,http://www.noudkopsmakelaardij.nl,noudkopsmakelaardij.nl,Drimmelen,Drimmelen,Noord-Brabant,http://www.noudkopsmakelaardij.nl/aanbod/woningaanbod/oosterhout/koop/huis-10166294-Leeuwenstraat-28,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Van der Plas & De Vegt Makelaardij B.V.,http://www.vdplas.nl,vdplas.nl,Drimmelen,Drimmelen,Noord-Brabant,http://www.vdplas.nl/aanbod/woningaanbod/oosterhout/koop/huis-10223868-Zwanendonk-2,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Verbrugge Makelaardij b.v.,http://www.verbrugge.com,verbrugge.com,Drimmelen,Drimmelen,Noord-Brabant,http://www.verbrugge.com/huizen,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Online Bedrijfsmakelaar,http://www.onlinebedrijfsmakelaar.nl,onlinebedrijfsmakelaar.nl,Eersel,Eersel,Noord-Brabant,https://onlinebedrijfsmakelaar.nl/aanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Van Santvoort Makelaars b.v.,http://www.vansantvoort.nl,vansantvoort.nl,Eersel,Eersel,Noord-Brabant,https://www.vansantvoort.nl/woningen-zoeken?type=koopwoningen,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,woningen,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
W. Heeren Makelaardij B.V.,http://www.wheeren.nl,wheeren.nl,Eersel,Eersel,Noord-Brabant,http://www.wheeren.nl/aanbod/woningaanbod/hapert/koop/huis-9284102-Beerzedal-21,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Makelaarskantoor Brabant B.V.,http://www.brabantbv.nl,brabantbv.nl,Eindhoven,Eindhoven,Noord-Brabant,http://www.brabantbv.nl/aanbod/woningaanbod/eindhoven/koop/huis-10044888-Aardbeistraat-9,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Broekx Makelaardij & Hypotheken,http://www.broekx.nl,broekx.nl,Eindhoven,Eindhoven,Noord-Brabant,https://www.broekx.nl/woningaanbod/verkocht?_objecten_beschikbaarheid=verkocht,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Cushman & Wakefield Eindhoven,https://www.cushmanwakefield.nl,cushmanwakefield.nl,Eindhoven,Eindhoven,Noord-Brabant,,missing,0.65,true,seed,30,missing,missing koopaanbod_url; missing aanbod_url,"website_exists=true | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=https://www.cushmanwakefield.nl/aanbod,https://www.cushmanwakefield.nl/woningaanbod,https://www.cushmanwakefield.nl/koopwoningen"
ERA Focus Makelaars Eindhoven B.V.,http://www.erafocus.nl,erafocus.nl,Eindhoven,Eindhoven,Noord-Brabant,,missing,0.65,true,seed,50,suspect,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=makelaar,era | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=http://www.erafocus.nl/aanbod,http://www.erafocus.nl/woningaanbod,http://www.erafocus.nl/koopwoningen"
Hendriks Makelaardij Eindhoven,http://www.hendriks.nl,hendriks.nl,Eindhoven,Eindhoven,Noord-Brabant,https://hendriks.nl/woningaanbod/koop/rijsbergsebaan-13-4836-mc-breda,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Hendrix Huybregts Makelaars,http://www.hendrixhuybregts.nl,hendrixhuybregts.nl,Eindhoven,Eindhoven,Noord-Brabant,https://hendrixhuybregts.nl/woningen/koop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,woningen,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Hoogveldt Makelaardij,https://hoogveldtmakelaardij.nl,hoogveldtmakelaardij.nl,Eindhoven,Eindhoven,Noord-Brabant,,missing,0.65,true,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=https://hoogveldtmakelaardij.nl/aanbod,https://hoogveldtmakelaardij.nl/woningaanbod,https://hoogveldtmakelaardij.nl/koopwoningen"
Investimuswoningmakelaars,http://www.investimuswoningmakelaars.nl,investimuswoningmakelaars.nl,Eindhoven,Eindhoven,Noord-Brabant,https://investimuswoningmakelaars.nl/dienstverlening-verkoop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Janssen Steijlen,http://www.janssensteijlen.nl,janssensteijlen.nl,Eindhoven,Eindhoven,Noord-Brabant,http://www.janssensteijlen.nl/bedrijfsaanbod,valid,0.85,false,seed,70,valid,contains listing signal,website_exists=true | makelaar_signals=aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal
JLL Eindhoven,http://www.jll.nl,jll.nl,Eindhoven,Eindhoven,Noord-Brabant,,missing,0.65,true,seed,30,missing,missing koopaanbod_url; missing aanbod_url,"website_exists=true | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=http://www.jll.nl/aanbod,http://www.jll.nl/woningaanbod,http://www.jll.nl/koopwoningen"
Lemon Suites,http://www.lemonsuites.nl,lemonsuites.nl,Eindhoven,Eindhoven,Noord-Brabant,https://www.lemonsuites.nl/woning-huren,suspect,0.65,true,seed,20,missing,suspect koopaanbod_url: missing listing signal; missing listing signal,website_exists=true | aanbod_url_status=suspect | aanbod_url_reason=missing listing signal
Ligtvoet Makelaardij,https://www.ligtvoetmakelaardij.nl,ligtvoetmakelaardij.nl,Eindhoven,Eindhoven,Noord-Brabant,,missing,0.65,true,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=https://www.ligtvoetmakelaardij.nl/aanbod,https://www.ligtvoetmakelaardij.nl/woningaanbod,https://www.ligtvoetmakelaardij.nl/koopwoningen"
"Meneer de Makelaar, Huijbregts en Wassink",http://www.meneerdemakelaar.nl,meneerdemakelaar.nl,Eindhoven,Eindhoven,Noord-Brabant,http://www.meneerdemakelaar.nl/aanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
MVGM Vastgoedtaxaties,https://www.mvgmvastgoedtaxaties.nl,mvgmvastgoedtaxaties.nl,Eindhoven,Eindhoven,Noord-Brabant,,missing,0.65,true,seed,0,missing,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=vastgoed | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=https://www.mvgmvastgoedtaxaties.nl/aanbod,https://www.mvgmvastgoedtaxaties.nl/woningaanbod,https://www.mvgmvastgoedtaxaties.nl/koopwoningen"
PAR-3 Makelaars,http://www.par3makelaars.nl,par3makelaars.nl,Eindhoven,Eindhoven,Noord-Brabant,https://par3makelaars.nl/aanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Pradium Vastgoed,https://www.pradium.nl,pradium.nl,Eindhoven,Eindhoven,Noord-Brabant,,missing,0.65,true,seed,20,missing,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=vastgoed | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=https://www.pradium.nl/aanbod,https://www.pradium.nl/woningaanbod,https://www.pradium.nl/koopwoningen"
Van de Schans Makelaardij,http://www.vandeschans.nl,vandeschans.nl,Eindhoven,Eindhoven,Noord-Brabant,http://www.vandeschans.nl/aanbod/woningaanbod/koop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
vb&t Makelaars Eindhoven,https://www.vbtmakelaars.nl,vbtmakelaars.nl,Eindhoven,Eindhoven,Noord-Brabant,https://www.vbtmakelaars.nl/aanbod-nieuwbouw-koopwoningen,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,woningen,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
VMG Regio Eindhoven B.V.,http://www.vmg-makelaars.nl,vmg-makelaars.nl,Eindhoven,Eindhoven,Noord-Brabant,http://www.vmg-makelaars.nl/aanbod,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Werner Sanders Makelaardij,http://www.wernersandersmakelaardij.nl,wernersandersmakelaardij.nl,Eindhoven,Eindhoven,Noord-Brabant,,missing,0.65,true,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=http://www.wernersandersmakelaardij.nl/aanbod,http://www.wernersandersmakelaardij.nl/woningaanbod,http://www.wernersandersmakelaardij.nl/koopwoningen"
Heijblom Makelaardij,http://www.heijblommakelaardij.nl,heijblommakelaardij.nl,Etten-Leur,Etten Leur,Noord-Brabant,http://www.heijblommakelaardij.nl/aanbod/woningaanbod/koop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Makelaar Miranda,http://www.makelaarmiranda.nl,makelaarmiranda.nl,Etten-Leur,Etten Leur,Noord-Brabant,https://makelaarmiranda.nl/huizen,valid,0.85,false,seed,90,valid,contains listing signal,website_exists=true | makelaar_signals=makelaar | aanbod_url_status=valid | aanbod_url_reason=contains listing signal
Agnes Tomesen Makelaardij,http://www.tomesenmakelaardij.nl,tomesenmakelaardij.nl,Etten-Leur,Etten Leur,Noord-Brabant,https://tomesenmakelaardij.nl/binnenkort-in-de-verkoop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Valoris Vastgoedtaxaties+ B.V.,https://www.valoris-taxaties.nl,valoris-taxaties.nl,Etten-Leur,Etten Leur,Noord-Brabant,,missing,0.65,true,seed,0,missing,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=vastgoed | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=https://www.valoris-taxaties.nl/aanbod,https://www.valoris-taxaties.nl/woningaanbod,https://www.valoris-taxaties.nl/koopwoningen"
Van de Kasteele Makelaardij,http://www.vandekasteele.com,vandekasteele.com,Etten-Leur,Etten Leur,Noord-Brabant,https://www.vandekasteele.com/property-type/woningen,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,woningen | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Zegers Makelaardij o.g.,http://www.zegersmakelaardij.nl,zegersmakelaardij.nl,Etten-Leur,Etten Leur,Noord-Brabant,http://www.zegersmakelaardij.nl/aanbod/woningaanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
"Biemans Made, Makelaardij o.z. en Hypotheken",http://www.biemansmade.nl,biemansmade.nl,Geertruidenberg,Geertruidenberg,Noord-Brabant,http://www.biemansmade.nl/nl/diensten/verkoop,suspect,0.65,true,seed,20,missing,suspect koopaanbod_url: contains excluded token 'diensten'; contains excluded token 'diensten',"website_exists=true | makelaar_signals=makelaar,makelaardij,koop | aanbod_url_status=suspect | aanbod_url_reason=contains excluded token 'diensten'"
Biemans B.V.,http://www.biemansmakelaardij.nl,biemansmakelaardij.nl,Geertruidenberg,Geertruidenberg,Noord-Brabant,,missing,0.65,true,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=http://www.biemansmakelaardij.nl/aanbod,http://www.biemansmakelaardij.nl/woningaanbod,http://www.biemansmakelaardij.nl/koopwoningen"
