office_name,website,domain,root_domain,koopaanbod_url,koopaanbod_url_quality,plaats,provincie,source_type,discovery_source,confidence,needs_review,review_reason,notes
KIN Makelaars Waalwijk B.V.,https://www.kinmakelaars.nl,kinmakelaars.nl,kinmakelaars.nl,http://www.kinmakelaars.nl/aanbod/wonen/te-koop,valid,Heusden,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=10, koop=4, huur=3"
Makelaarshuys AERTS,https://www.aerts.nl,aerts.nl,aerts.nl,https://www.aerts.nl/aanbod/woningaanbod/drunen/koop/huis-8212399-Valeriusstraat-1,valid,Heusden,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=5, koop=4, huur=0"
Mulders Taxaties B.V.,https://www.mulderstaxaties.nl,mulderstaxaties.nl,mulderstaxaties.nl,,missing,Heusden,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,home did not load; missing koopaanbod_url
Oomen Makelaardij & Taxaties,http://www.oomenmakelaardij.nl,oomenmakelaardij.nl,oomenmakelaardij.nl,https://www.oomenmakelaardij.nl/wonen,valid,Heusden,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=146, koop=3, huur=0"
Remco Olden Lommers Makelaars,http://www.olden.nl,olden.nl,olden.nl,http://www.olden.nl/aanbod/woningaanbod,valid,Heusden,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=132, koop=4, huur=2"
Staete Makelaars Drunen,http://www.staete.nl,staete.nl,staete.nl,https://www.staete.nl/aanbod/wonen/tOZUao2/laan-ten-habraken-2-5291-aj,valid,Heusden,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=6, koop=4, huur=0"
Taxanja Taxaties,https://www.taxanja.nl,taxanja.nl,taxanja.nl,,missing,Heusden,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,sin candidatos de koop; missing koopaanbod_url
Timmermans Makelaardij,http://www.timmermansmakelaardij.nl,timmermansmakelaardij.nl,timmermansmakelaardij.nl,http://www.timmermansmakelaardij.nl/aanbod/woningaanbod/loon-op-zand/koop/huis-9926496-Sjerpstraat-1,valid,Heusden,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=5, koop=4, huur=0"
Tivoli woningmakelaars,https://www.tivoliwoningmakelaars,tivoliwoningmakelaars,,,missing,Heusden,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url; missing root_domain,home did not load; missing koopaanbod_url; missing root_domain
Van de Zande Makelaardij Waalwijk B.V.,http://www.zande.nl,zande.nl,zande.nl,http://www.zande.nl/woningaanbod,valid,Heusden,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=65, koop=3, huur=0"
ViaJoop Makelaardij,http://www.viajoop.nl,viajoop.nl,viajoop.nl,http://www.viajoop.nl/woningen?type=koop,valid,Heusden,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=142, koop=3, huur=1"
Appels Makelaardij B.V.,http://www.appels.nl,appels.nl,appels.nl,https://www.appels.nl/aanbod,valid,Hilvarenbeek,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=0.72)
Clavem Makelaars,http://www.clavem.eu,clavem.eu,clavem.eu,http://www.clavem.eu/aanbod/woningaanbod/hilvarenbeek/koop/huis-9980160-Dr.-P.-C.-de-Brouwerlaan-20,valid,Hilvarenbeek,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=4, huur=0"
M&S powered bij HRS,http://www.hrs.nl,hrs.nl,hrs.nl,https://hrs.nl/wonen/binnenkort-in-de-verkoop,valid,Hilvarenbeek,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=82, sin senales huur"
Robert Rexwinkel Lommers Makelaars,https://www.robertrexwinkel.nl,robertrexwinkel.nl,robertrexwinkel.nl,https://www.robertrexwinkel.nl/verkoop,valid,Hilvarenbeek,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=1.58)
Broeckx makelaars,http://www.woonplezier.nl,woonplezier.nl,woonplezier.nl,http://www.woonplezier.nl/aanbod/woningaanbod/koop,valid,Laarbeek,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=208, koop=5, huur=1"
Harry Moes Makelaardij o.z.,http://www.harrymoesmakelaardij.nl,harrymoesmakelaardij.nl,harrymoesmakelaardij.nl,http://www.harrymoesmakelaardij.nl/aanbod/woningaanbod/schijndel/koop/huis-10245112-Hyacinthof-28,valid,Laarbeek,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=192, koop=4, huur=1"
Statig Wonen makelaars,http://www.statigwonen.nl,statigwonen.nl,statigwonen.nl,https://www.statigwonen.nl/stille-verkoop,valid,Laarbeek,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=19, koop=1, huur=0"
Trieling & Jacobs woning- en bedrijfsmakelaars,http://www.trielingjacobs.nl,trielingjacobs.nl,trielingjacobs.nl,http://www.trielingjacobs.nl/aanbod/woningaanbod/helmond/koop/huis-10205650-Malaxisbeek-8,valid,Laarbeek,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=4, huur=0"
Van den Hurk Makelaars,http://www.vandenhurkmakelaars.nl,vandenhurkmakelaars.nl,vandenhurkmakelaars.nl,http://www.vandenhurkmakelaars.nl/aanbod/woningaanbod/beek-en-donk/koop/huis-9330646-Hugo-Thijssensplein-1,valid,Laarbeek,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=4, huur=0"
Van Helvoort Makelaardij o.z. B.V.,https://vanhelvoortmakelaardij.nl,vanhelvoortmakelaardij.nl,vanhelvoortmakelaardij.nl,,missing,Laarbeek,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,sin candidatos de koop; missing koopaanbod_url
Beaufort & Kwakkernaat ERA Makelaars,,,,,missing,Land Van Cuijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.40,true,missing website; missing koopaanbod_url; missing domain; missing root_domain,missing website; missing koopaanbod_url; missing domain; missing root_domain
De Wissel Beheer B.V.,,,,,missing,Land Van Cuijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.40,true,missing website; missing koopaanbod_url; missing domain; missing root_domain,missing website; missing koopaanbod_url; missing domain; missing root_domain
EEF Makelaars,http://www.eefmakelaars.nl,eefmakelaars.nl,eefmakelaars.nl,http://www.eefmakelaars.nl/woningen,valid,Land Van Cuijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=31, koop=1, huur=0"
Elly Wintjes Makelaardij,http://www.wintjesmakelaardij.nl,wintjesmakelaardij.nl,wintjesmakelaardij.nl,http://www.wintjesmakelaardij.nl/aanbod,valid,Land Van Cuijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=61, koop=2, huur=1"
Hans Janssen Makelaars B.V.,http://www.hansjanssen.nl,hansjanssen.nl,hansjanssen.nl,https://www.hansjanssen.nl/makelaars/verkoop,valid,Land Van Cuijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=710, koop=3, huur=1"
Hansdemakelaar,,,,,missing,Land Van Cuijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.40,true,missing website; missing koopaanbod_url; missing domain; missing root_domain,missing website; missing koopaanbod_url; missing domain; missing root_domain
Hermens Vastgoed Advisering,http://www.hermensvastgoed.nl,hermensvastgoed.nl,hermensvastgoed.nl,,missing,Land Van Cuijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,sin candidatos de koop; missing koopaanbod_url
Jilisen Makelaardij B.V.,http://www.jilisenmakelaardij.nl,jilisenmakelaardij.nl,jilisenmakelaardij.nl,http://www.jilisenmakelaardij.nl/aanbod/woningaanbod,valid,Land Van Cuijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=196, koop=4, huur=2"
Kolmeijer Land van Cuijk,https://kolmeijercuijk.nl,kolmeijercuijk.nl,kolmeijercuijk.nl,,missing,Land Van Cuijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,home did not load; missing koopaanbod_url
Leenaers Makelaardij,http://www.leenaersmakelaardij.nl,leenaersmakelaardij.nl,leenaersmakelaardij.nl,https://www.leenaersmakelaardij.nl/aanbod,valid,Land Van Cuijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=10, koop=2, huur=0"
Makelaardij Martijn Willems,http://www.makelaarmartijnwillems.nl,makelaarmartijnwillems.nl,makelaarmartijnwillems.nl,,missing,Land Van Cuijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,sin candidatos de koop; missing koopaanbod_url
Makelaardij Twan Poels,http://www.twanpoels.nl,twanpoels.nl,twanpoels.nl,https://www.twanpoels.nl/nieuwbouw,suspect,Land Van Cuijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,suspect koopaanbod_url: missing listing signal,"prijzen=340, koop=3, huur=0; suspect koopaanbod_url: missing listing signal"
MVS makelaardij Boxmeer,http://www.mvsmakelaardij.nl,mvsmakelaardij.nl,mvsmakelaardij.nl,https://www.mvsmakelaardij.nl/wonen,valid,Land Van Cuijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=80, koop=2, huur=0"
Smedema Makelaars & Taxateurs,http://www.smedema.nl,smedema.nl,smedema.nl,http://www.smedema.nl/aanbod/woningaanbod/bergen-l/koop/huis-10073414-Aijen-8,valid,Land Van Cuijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=4, huur=0"
VIND Makelaardij B.V.,https://www.vindmakelaardij.nl,vindmakelaardij.nl,vindmakelaardij.nl,https://www.vindmakelaardij.nl/aanbod/vrijstaande-woning-ringoven-28-overloon,valid,Land Van Cuijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=2, koop=3, huur=1"
Vrijdag & De Bekker makelaardij en hypotheekwinkel,http://www.vrijdag-debekker.nl,vrijdag-debekker.nl,vrijdag-debekker.nl,http://www.vrijdag-debekker.nl/aanbod/woningaanbod/boxmeer/koop/huis-10226692-Adriaen-Brouwerstraat-15,valid,Land Van Cuijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=4, huur=0"
Aarden Makelaardij,http://www.aardenmakelaardij.nl,aardenmakelaardij.nl,aardenmakelaardij.nl,http://www.aardenmakelaardij.nl/aanbod/woningaanbod/zeeland/koop/huis-10099206-Molenstraat-53,valid,Landerd,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=192, koop=5, huur=1"
Bernheze Makelaars & Adviseurs B.V.,http://www.bernheze.nl,bernheze.nl,bernheze.nl,http://www.bernheze.nl/aanbod/wonen,valid,Landerd,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=164, koop=4, huur=1"
Derks Makelaardij,http://www.derksmakelaardij.nl,derksmakelaardij.nl,derksmakelaardij.nl,http://www.derksmakelaardij.nl/aanbod/woningaanbod/uden/koop/huis-9950642-Muziekplein-108,valid,Landerd,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=5, koop=4, huur=0"
Hans Janssen Makelaars B.V.,http://www.hansjanssen.nl,hansjanssen.nl,hansjanssen.nl,https://www.hansjanssen.nl/makelaars/verkoop,valid,Landerd,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=710, koop=3, huur=1"
Makelaardij & Taxatieburo Th.  v. Casteren,http://www.vancasteren.nl,vancasteren.nl,vancasteren.nl,https://www.vancasteren.nl/woningen/te-koop-herpen-kapelakker-2,valid,Landerd,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=2, koop=3, huur=0"
Makelaardij Ton van Lanen & Partner,http://www.vanlanen.nl,vanlanen.nl,vanlanen.nl,http://www.vanlanen.nl/aanbod/woningaanbod,valid,Landerd,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=132, koop=4, huur=2"
Petterson Makelaardij & Taxaties o.g.,http://www.petterson.nl,petterson.nl,petterson.nl,http://www.petterson.nl/aanbod/woningaanbod/koop,valid,Landerd,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=246, koop=4, huur=0"
Van de Ven Garantiemakelaars,http://www.vandevengarantiemakelaars.nl,vandevengarantiemakelaars.nl,vandevengarantiemakelaars.nl,http://www.vandevengarantiemakelaars.nl/woningaanbod,valid,Landerd,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=3.58)
Van der Krabben Makelaardij Uden B.V.,http://www.krabben.nl,krabben.nl,krabben.nl,https://www.krabben.nl/wonen/aanbod,valid,Landerd,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=133, koop=3, huur=0"
Van der Loo Makelaardij o.z.,http://www.vanderloomakelaardij.nl,vanderloomakelaardij.nl,vanderloomakelaardij.nl,http://www.vanderloomakelaardij.nl/aanbod/woningaanbod/koop,valid,Landerd,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=122, koop=4, huur=0"
Van Lanen Woning- en Bedrijfsmakelaardij B.V.,http://www.vanlanenmakelaardij.nl,vanlanenmakelaardij.nl,vanlanenmakelaardij.nl,http://www.vanlanenmakelaardij.nl/woningaanbod/koop/uden/bosschebaan-64-uden,valid,Landerd,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=8, koop=4, huur=1"
Makelaardij Bertens B.V.,http://www.makelaardijbertens.nl,makelaardijbertens.nl,makelaardijbertens.nl,http://www.makelaardijbertens.nl/aanbod/woningaanbod/loon-op-zand/koop/huis-10154338-Hoge-Steenweg-130,valid,Loon Op Zand,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=4, huur=0"
Aarden Makelaardij,http://www.aardenmakelaardij.nl,aardenmakelaardij.nl,aardenmakelaardij.nl,http://www.aardenmakelaardij.nl/aanbod/woningaanbod/zeeland/koop/huis-10099206-Molenstraat-53,valid,Maashorst,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=192, koop=5, huur=1"
Bernheze Makelaars & Adviseurs B.V.,http://www.bernheze.nl,bernheze.nl,bernheze.nl,http://www.bernheze.nl/aanbod/wonen,valid,Maashorst,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=164, koop=4, huur=1"
Derks Makelaardij,http://www.derksmakelaardij.nl,derksmakelaardij.nl,derksmakelaardij.nl,http://www.derksmakelaardij.nl/aanbod/woningaanbod/uden/koop/huis-9950642-Muziekplein-108,valid,Maashorst,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=5, koop=4, huur=0"
Hans Janssen Makelaars B.V.,http://www.hansjanssen.nl,hansjanssen.nl,hansjanssen.nl,https://www.hansjanssen.nl/makelaars/verkoop,valid,Maashorst,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=710, koop=3, huur=1"
Makelaardij & Taxatieburo Th.  v. Casteren,http://www.vancasteren.nl,vancasteren.nl,vancasteren.nl,https://www.vancasteren.nl/woningen/te-koop-herpen-kapelakker-2,valid,Maashorst,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=2, koop=3, huur=0"
Makelaardij Ton van Lanen & Partner,http://www.vanlanen.nl,vanlanen.nl,vanlanen.nl,http://www.vanlanen.nl/aanbod/woningaanbod,valid,Maashorst,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=132, koop=4, huur=2"
Petterson Makelaardij & Taxaties o.g.,http://www.petterson.nl,petterson.nl,petterson.nl,http://www.petterson.nl/aanbod/woningaanbod/koop,valid,Maashorst,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=246, koop=4, huur=0"
Van de Ven Garantiemakelaars,http://www.vandevengarantiemakelaars.nl,vandevengarantiemakelaars.nl,vandevengarantiemakelaars.nl,http://www.vandevengarantiemakelaars.nl/woningaanbod,valid,Maashorst,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=3.58)
Van der Krabben Makelaardij Uden B.V.,http://www.krabben.nl,krabben.nl,krabben.nl,https://www.krabben.nl/wonen/aanbod,valid,Maashorst,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=133, koop=3, huur=0"
Van der Loo Makelaardij o.z.,http://www.vanderloomakelaardij.nl,vanderloomakelaardij.nl,vanderloomakelaardij.nl,http://www.vanderloomakelaardij.nl/aanbod/woningaanbod/koop,valid,Maashorst,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=122, koop=4, huur=0"
Van Lanen Woning- en Bedrijfsmakelaardij B.V.,http://www.vanlanenmakelaardij.nl,vanlanenmakelaardij.nl,vanlanenmakelaardij.nl,http://www.vanlanenmakelaardij.nl/woningaanbod/koop/uden/bosschebaan-64-uden,valid,Maashorst,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=8, koop=4, huur=1"
Aarden Makelaardij,http://www.aardenmakelaardij.nl,aardenmakelaardij.nl,aardenmakelaardij.nl,http://www.aardenmakelaardij.nl/aanbod/woningaanbod/zeeland/koop/huis-10099206-Molenstraat-53,valid,Meierijstad,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=192, koop=5, huur=1"
De Koning Makelaardij B.V.,http://www.dekoningmakelaardij.nl,dekoningmakelaardij.nl,dekoningmakelaardij.nl,http://www.dekoningmakelaardij.nl/aanbod/woningaanbod,valid,Meierijstad,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=208, koop=4, huur=2"
De Plaatselijke Makelaar Rob van de Laar B.V.,https://www.dpmrobvandelaar.nl,dpmrobvandelaar.nl,dpmrobvandelaar.nl,https://www.dpmrobvandelaar.nl/stille-verkoop,valid,Meierijstad,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=1.58)
Derks Makelaardij,http://www.derksmakelaardij.nl,derksmakelaardij.nl,derksmakelaardij.nl,http://www.derksmakelaardij.nl/aanbod/woningaanbod/uden/koop/huis-9950642-Muziekplein-108,valid,Meierijstad,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=5, koop=4, huur=0"
Dragt Makelaars o.g.,http://www.dragtmakelaars.nl,dragtmakelaars.nl,dragtmakelaars.nl,,missing,Meierijstad,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,home did not load; missing koopaanbod_url
Ketelaars Van Zutphen Makelaardij,http://www.ketelaarsvanzutphen.nl,ketelaarsvanzutphen.nl,ketelaarsvanzutphen.nl,http://www.ketelaarsvanzutphen.nl/aanbod/woningaanbod/koop,valid,Meierijstad,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=212, koop=4, huur=1"
Korsten Makelaardij b.v.,http://www.korsten.nl,korsten.nl,korsten.nl,http://www.korsten.nl/aanbod/woningaanbod/veghel/koop/huis-9042872-Binnenveld-4,valid,Meierijstad,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=4, huur=0"
Leenders Makelaardij,http://www.leendersmakelaardij.nl,leendersmakelaardij.nl,leendersmakelaardij.nl,http://www.leendersmakelaardij.nl/aanbod/woningaanbod/erp/koop/huis-10242176-Hezelstraat-3,valid,Meierijstad,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=4, huur=0"
Makelaardij o.g. Van den Berg,http://www.vandenbergmakelaardij.nl,vandenbergmakelaardij.nl,vandenbergmakelaardij.nl,http://www.vandenbergmakelaardij.nl/woningen,valid,Meierijstad,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=2, huur=1"
Makelaardij OLAV,http://www.makelaardijolav.nl,makelaardijolav.nl,makelaardijolav.nl,http://www.makelaardijolav.nl/zoek-in-ons-aanbod,valid,Meierijstad,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=14, koop=1, huur=0"
Meierijstad Makelaardij,http://www.demakelaarvanhier.nl,demakelaarvanhier.nl,demakelaarvanhier.nl,https://demakelaarvanhier.nl/aanbod/koop-woning,valid,Meierijstad,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=97, koop=3, huur=1"
Raadhage Makelaardij,http://www.raadhage.nl,raadhage.nl,raadhage.nl,http://www.raadhage.nl/aanbod/woningaanbod/koop,valid,Meierijstad,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=208, koop=4, huur=1"
Statig Wonen makelaars,http://www.statigwonen.nl,statigwonen.nl,statigwonen.nl,https://www.statigwonen.nl/stille-verkoop,valid,Meierijstad,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=19, koop=1, huur=0"
Trieling & Jacobs woning- en bedrijfsmakelaars,http://www.trielingjacobs.nl,trielingjacobs.nl,trielingjacobs.nl,http://www.trielingjacobs.nl/aanbod/woningaanbod/helmond/koop/huis-10205650-Malaxisbeek-8,valid,Meierijstad,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=4, huur=0"
Van den Hurk Makelaars,http://www.vandenhurkmakelaars.nl,vandenhurkmakelaars.nl,vandenhurkmakelaars.nl,http://www.vandenhurkmakelaars.nl/aanbod/woningaanbod/beek-en-donk/koop/huis-9330646-Hugo-Thijssensplein-1,valid,Meierijstad,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=4, huur=0"
Van der Krabben Makelaardij Uden B.V.,http://www.krabben.nl,krabben.nl,krabben.nl,https://www.krabben.nl/wonen/aanbod,valid,Meierijstad,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=133, koop=3, huur=0"
Van der Loo Makelaardij o.z.,http://www.vanderloomakelaardij.nl,vanderloomakelaardij.nl,vanderloomakelaardij.nl,http://www.vanderloomakelaardij.nl/aanbod/woningaanbod/koop,valid,Meierijstad,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=122, koop=4, huur=0"
ZoDus Makelaars,https://www.zodus.nl,zodus.nl,zodus.nl,,missing,Meierijstad,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,home did not load; missing koopaanbod_url
Advema B.V.,http://www.advema.nl,advema.nl,advema.nl,,missing,Moerdijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,home did not load; missing koopaanbod_url
Bon Makelaardij B.V.,http://www.bonmakelaardij.nl,bonmakelaardij.nl,bonmakelaardij.nl,http://www.bonmakelaardij.nl/aanbod/woningaanbod/zevenbergen/koop/huis-10282264-Hoefbladstraat-6,valid,Moerdijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=8, koop=4, huur=0"
MarQuis Makelaars & taxateurs,http://www.marquis.nl,marquis.nl,marquis.nl,http://www.marquis.nl/nl/aanbod,valid,Moerdijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=28, sin senales huur"
Overwater Rentmeesterskantoor,https://www.ovtr.nl,ovtr.nl,ovtr.nl,https://www.ovtr.nl/aanbod-objecten,valid,Moerdijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=16, koop=3, huur=2"
Overwater Rentmeesterskantoor B.V.,,,,,missing,Moerdijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.40,true,missing website; missing koopaanbod_url; missing domain; missing root_domain,missing website; missing koopaanbod_url; missing domain; missing root_domain
Van Hoogdalem Makelaardij,http://www.hoogdalem-makelaardij.nl,hoogdalem-makelaardij.nl,hoogdalem-makelaardij.nl,http://www.hoogdalem-makelaardij.nl/aanbod/woningaanbod/koop,valid,Moerdijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=114, koop=4, huur=1"
Van Wensen Makelaars B.V.,http://www.vanwensenmakelaars.nl,vanwensenmakelaars.nl,vanwensenmakelaars.nl,http://www.vanwensenmakelaars.nl/aanbod/woningaanbod/rotterdam/koop/huis-10367727-Bommelerwaard-8,valid,Moerdijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=4, huur=0"
Waltmann Bedrijfshuisvesting,https://www.waltmann.nu,waltmann.nu,waltmann.nu,https://www.waltmann.nu/aanbod/beleggingsobjecten,valid,Moerdijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=3, koop=2, huur=0"
Woonschuijt Makelaars,http://www.woonschuijt.nl,woonschuijt.nl,woonschuijt.nl,http://www.woonschuijt.nl/wonen/diensten/huis-verkopen,suspect,Moerdijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,suspect koopaanbod_url: contains excluded token 'diensten',mejor candidato sin verificar (score=1.58); suspect koopaanbod_url: contains excluded token 'diensten'
Hoogveldt Makelaardij,https://hoogveldtmakelaardij.nl,hoogveldtmakelaardij.nl,hoogveldtmakelaardij.nl,,missing,Nuenen Gerwen En Nederwetten,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,sin candidatos de koop; missing koopaanbod_url
KJB Makelaardij,http://www.kjbmakelaardij.nl,kjbmakelaardij.nl,kjbmakelaardij.nl,http://www.kjbmakelaardij.nl/aanbod/woningaanbod/koop,valid,Nuenen Gerwen En Nederwetten,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=208, koop=3, huur=2"
Makelaarsplein,http://www.makelaarsplein.com,makelaarsplein.com,makelaarsplein.com,http://www.makelaarsplein.com/aanbod/woningaanbod/eindhoven/koop/huis-10094784-Tongelresestraat-4F,valid,Nuenen Gerwen En Nederwetten,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=7, koop=4, huur=1"
Metselaars Makelaardij b.v.,http://www.metselaarsmakelaardij.nl,metselaarsmakelaardij.nl,metselaarsmakelaardij.nl,https://metselaarsmakelaardij.nl/nl/stille-verkoop,valid,Nuenen Gerwen En Nederwetten,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=3, koop=2, huur=0"
